,id,article_id,evidence_type,postDate,postClass,evidenceID,evidenceDate,evidence_after_post
6554,mi4276,5,t2t,2023-06-11 01:04:57+00:00,miscaptioned,mi4276_t1_result_5,2024-06-30,True
6555,mi4276,2,i2t,2023-06-11 01:04:57+00:00,miscaptioned,mi4276_lens_result_2,2023-06-14,True
6556,mi4276,3,i2t,2023-06-11 01:04:57+00:00,miscaptioned,mi4276_lens_result_3,2023-06-13,True
6557,fa1738,1,i2t,2022-11-28 09:48:26+00:00,factually_correct,fa1738_lens_result_1,2022-11-28,False
6558,fa2958,1,t2t,2024-07-04 21:11:17+00:00,factually_correct,fa2958_t1_result_1,2024-08-01,True
6559,fa2958,2,t2t,2024-07-04 21:11:17+00:00,factually_correct,fa2958_t1_result_2,2021-07-18,False
6560,fa2958,4,t2t,2024-07-04 21:11:17+00:00,factually_correct,fa2958_t1_result_4,2025-04-29,True
6561,fa2958,5,t2t,2024-07-04 21:11:17+00:00,factually_correct,fa2958_t1_result_5,2014-09-11,False
6562,fa1109,0,t2t,2024-05-04 21:38:16+00:00,factually_correct,fa1109_t1_result_0,2015-06-30,False
6563,fa1109,1,t2t,2024-05-04 21:38:16+00:00,factually_correct,fa1109_t1_result_1,2024-01-16,False
6564,fa1109,2,t2t,2024-05-04 21:38:16+00:00,factually_correct,fa1109_t1_result_2,2018-05-07,False
6565,fa1109,7,t2t,2024-05-04 21:38:16+00:00,factually_correct,fa1109_t1_result_7,2023-08-24,False
6566,fa1109,8,t2t,2024-05-04 21:38:16+00:00,factually_correct,fa1109_t1_result_8,2014-11-25,False
6567,fa1109,9,t2t,2024-05-04 21:38:16+00:00,factually_correct,fa1109_t1_result_9,2023-07-24,False
6568,mi4830,1,t2t,2024-07-27 09:38:33+00:00,miscaptioned,mi4830_t1_result_1,2022-06-24,False
6569,mi4830,2,t2t,2024-07-27 09:38:33+00:00,miscaptioned,mi4830_t1_result_2,2015-03-18,False
6570,mi4830,3,t2t,2024-07-27 09:38:33+00:00,miscaptioned,mi4830_t1_result_3,,
6571,mi4830,6,t2t,2024-07-27 09:38:33+00:00,miscaptioned,mi4830_t1_result_6,2009-08-12,False
6572,mi4830,7,t2t,2024-07-27 09:38:33+00:00,miscaptioned,mi4830_t1_result_7,2013-06-16,False
6573,mi4830,8,t2t,2024-07-27 09:38:33+00:00,miscaptioned,mi4830_t1_result_8,2013-11-28,False
6574,mi3050,0,t2t,2024-09-16 03:11:23+00:00,miscaptioned,mi3050_t1_result_0,2024-09-17,True
6575,mi3050,1,t2t,2024-09-16 03:11:23+00:00,miscaptioned,mi3050_t1_result_1,2024-09-16,False
6576,mi3050,3,t2t,2024-09-16 03:11:23+00:00,miscaptioned,mi3050_t1_result_3,2025-09-13,True
6577,mi3050,7,t2t,2024-09-16 03:11:23+00:00,miscaptioned,mi3050_t1_result_7,2025-10-10,True
6578,mi3050,0,i2t,2024-09-16 03:11:23+00:00,miscaptioned,mi3050_lens_result_0,2023-01-03,False
6579,mi3050,1,i2t,2024-09-16 03:11:23+00:00,miscaptioned,mi3050_lens_result_1,2022-12-07,False
6580,mi3050,6,i2t,2024-09-16 03:11:23+00:00,miscaptioned,mi3050_lens_result_6,2025-10-15,True
6581,mi3050,7,i2t,2024-09-16 03:11:23+00:00,miscaptioned,mi3050_lens_result_7,2023-03-20,False
6582,mi1717,7,t2t,2024-05-05 20:39:55+00:00,miscaptioned,mi1717_t1_result_7,2024-01-10,False
6583,mi1717,8,t2t,2024-05-05 20:39:55+00:00,miscaptioned,mi1717_t1_result_8,2024-10-07,True
6584,fa0513,0,t2t,2023-06-29 04:54:46+00:00,factually_correct,fa0513_t1_result_0,2023-06-29,False
6585,fa0513,1,t2t,2023-06-29 04:54:46+00:00,factually_correct,fa0513_t1_result_1,2016-12-19,False
6586,fa0513,4,t2t,2023-06-29 04:54:46+00:00,factually_correct,fa0513_t1_result_4,2016-12-15,False
6587,fa0513,5,t2t,2023-06-29 04:54:46+00:00,factually_correct,fa0513_t1_result_5,2016-12-01,False
6588,fa0513,7,t2t,2023-06-29 04:54:46+00:00,factually_correct,fa0513_t1_result_7,2016-12-18,False
6589,fa0513,9,t2t,2023-06-29 04:54:46+00:00,factually_correct,fa0513_t1_result_9,2025-09-10,True
6590,mi1404,1,t2t,2021-03-21 14:16:47+00:00,miscaptioned,mi1404_t1_result_1,2002-10-18,False
6591,mi1404,4,t2t,2021-03-21 14:16:47+00:00,miscaptioned,mi1404_t1_result_4,2025-02-04,True
6592,mi1404,0,i2t,2021-03-21 14:16:47+00:00,miscaptioned,mi1404_lens_result_0,2025-10-14,True
6593,fa2406,0,t2t,2024-05-23 22:42:01+00:00,factually_correct,fa2406_t1_result_0,2024-05-29,True
6594,fa2406,1,t2t,2024-05-23 22:42:01+00:00,factually_correct,fa2406_t1_result_1,2024-10-29,True
6595,fa2406,2,t2t,2024-05-23 22:42:01+00:00,factually_correct,fa2406_t1_result_2,2024-09-25,True
6596,fa2406,5,t2t,2024-05-23 22:42:01+00:00,factually_correct,fa2406_t1_result_5,2024-10-04,True
6597,fa2406,7,t2t,2024-05-23 22:42:01+00:00,factually_correct,fa2406_t1_result_7,2024-11-01,True
6598,fa2406,9,t2t,2024-05-23 22:42:01+00:00,factually_correct,fa2406_t1_result_9,2024-03-08,False
6599,fa2406,5,i2t,2024-05-23 22:42:01+00:00,factually_correct,fa2406_lens_result_5,2024-03-08,False
6600,mi1646,0,t2t,2024-04-26 21:43:58+00:00,miscaptioned,mi1646_t1_result_0,2024-04-26,False
6601,mi1646,1,t2t,2024-04-26 21:43:58+00:00,miscaptioned,mi1646_t1_result_1,2024-05-08,True
6602,mi1646,2,t2t,2024-04-26 21:43:58+00:00,miscaptioned,mi1646_t1_result_2,2024-05-14,True
6603,mi1646,5,t2t,2024-04-26 21:43:58+00:00,miscaptioned,mi1646_t1_result_5,2025-09-19,True
6604,mi1646,6,t2t,2024-04-26 21:43:58+00:00,miscaptioned,mi1646_t1_result_6,2024-05-06,True
6605,mi1646,7,t2t,2024-04-26 21:43:58+00:00,miscaptioned,mi1646_t1_result_7,2024-04-26,False
6606,mi1646,8,t2t,2024-04-26 21:43:58+00:00,miscaptioned,mi1646_t1_result_8,2024-05-02,True
6607,mi1646,9,t2t,2024-04-26 21:43:58+00:00,miscaptioned,mi1646_t1_result_9,2024-04-27,True
6608,mi1646,1,i2t,2024-04-26 21:43:58+00:00,miscaptioned,mi1646_lens_result_1,2024-04-27,True
6609,fa1214,0,t2t,2025-02-04 23:12:21+00:00,factually_correct,fa1214_t1_result_0,2023-06-01,False
6610,fa1214,8,t2t,2025-02-04 23:12:21+00:00,factually_correct,fa1214_t1_result_8,2021-06-24,False
6611,fa1214,3,i2t,2025-02-04 23:12:21+00:00,factually_correct,fa1214_lens_result_3,2008-11-26,False
6612,fa1214,5,i2t,2025-02-04 23:12:21+00:00,factually_correct,fa1214_lens_result_5,2024-01-10,False
6613,mi2391,0,t2t,2024-12-09 23:28:32+00:00,miscaptioned,mi2391_t1_result_0,2023-05-03,False
6614,mi2391,1,t2t,2024-12-09 23:28:32+00:00,miscaptioned,mi2391_t1_result_1,2024-11-22,False
6615,mi2391,2,t2t,2024-12-09 23:28:32+00:00,miscaptioned,mi2391_t1_result_2,2024-11-21,False
6616,mi2391,5,t2t,2024-12-09 23:28:32+00:00,miscaptioned,mi2391_t1_result_5,2024-12-09,False
6617,mi2391,9,t2t,2024-12-09 23:28:32+00:00,miscaptioned,mi2391_t1_result_9,2024-12-09,False
6618,mi2391,0,i2t,2024-12-09 23:28:32+00:00,miscaptioned,mi2391_lens_result_0,2023-12-29,False
6619,mi2391,1,i2t,2024-12-09 23:28:32+00:00,miscaptioned,mi2391_lens_result_1,2024-12-13,True
6620,mi2391,7,i2t,2024-12-09 23:28:32+00:00,miscaptioned,mi2391_lens_result_7,2023-05-04,False
6621,fa3189,0,t2t,2023-05-09 12:03:58+00:00,factually_correct,fa3189_t1_result_0,2016-09-19,False
6622,fa3189,4,t2t,2023-05-09 12:03:58+00:00,factually_correct,fa3189_t1_result_4,2025-09-30,True
6623,fa3189,6,t2t,2023-05-09 12:03:58+00:00,factually_correct,fa3189_t1_result_6,2014-09-29,False
6624,fa3189,9,t2t,2023-05-09 12:03:58+00:00,factually_correct,fa3189_t1_result_9,2023-03-19,False
6625,fa3189,1,i2t,2023-05-09 12:03:58+00:00,factually_correct,fa3189_lens_result_1,2016-11-06,False
6626,fa3189,8,i2t,2023-05-09 12:03:58+00:00,factually_correct,fa3189_lens_result_8,2018-08-28,False
6627,fa1552,0,t2t,2024-08-10 20:17:13+00:00,factually_correct,fa1552_t1_result_0,2016-11-11,False
6628,fa1552,2,t2t,2024-08-10 20:17:13+00:00,factually_correct,fa1552_t1_result_2,2016-12-14,False
6629,fa1552,3,t2t,2024-08-10 20:17:13+00:00,factually_correct,fa1552_t1_result_3,2016-10-25,False
6630,fa1552,4,t2t,2024-08-10 20:17:13+00:00,factually_correct,fa1552_t1_result_4,,
6631,fa1552,5,t2t,2024-08-10 20:17:13+00:00,factually_correct,fa1552_t1_result_5,2016-12-14,False
6632,fa1552,9,t2t,2024-08-10 20:17:13+00:00,factually_correct,fa1552_t1_result_9,2016-10-24,False
6633,fa1552,0,i2t,2024-08-10 20:17:13+00:00,factually_correct,fa1552_lens_result_0,2016-11-11,False
6634,fa1552,1,i2t,2024-08-10 20:17:13+00:00,factually_correct,fa1552_lens_result_1,2016-02-06,False
6635,fa1552,2,i2t,2024-08-10 20:17:13+00:00,factually_correct,fa1552_lens_result_2,2016-02-17,False
6636,fa1552,3,i2t,2024-08-10 20:17:13+00:00,factually_correct,fa1552_lens_result_3,2025-10-13,True
6637,fa1552,4,i2t,2024-08-10 20:17:13+00:00,factually_correct,fa1552_lens_result_4,2025-10-06,True
6638,fa1552,6,i2t,2024-08-10 20:17:13+00:00,factually_correct,fa1552_lens_result_6,2025-08-26,True
6639,fa1552,8,i2t,2024-08-10 20:17:13+00:00,factually_correct,fa1552_lens_result_8,2021-11-23,False
6640,fa1552,9,i2t,2024-08-10 20:17:13+00:00,factually_correct,fa1552_lens_result_9,2025-01-01,True
6641,fa4135,0,t2t,2024-02-26 16:49:03+00:00,factually_correct,fa4135_t1_result_0,2024-02-27,True
6642,fa4135,1,t2t,2024-02-26 16:49:03+00:00,factually_correct,fa4135_t1_result_1,2024-02-26,False
6643,fa4135,2,t2t,2024-02-26 16:49:03+00:00,factually_correct,fa4135_t1_result_2,2025-10-09,True
6644,fa4135,3,t2t,2024-02-26 16:49:03+00:00,factually_correct,fa4135_t1_result_3,2025-09-08,True
6645,fa4135,4,t2t,2024-02-26 16:49:03+00:00,factually_correct,fa4135_t1_result_4,,
6646,fa4135,6,t2t,2024-02-26 16:49:03+00:00,factually_correct,fa4135_t1_result_6,2025-10-07,True
6647,fa4135,7,t2t,2024-02-26 16:49:03+00:00,factually_correct,fa4135_t1_result_7,2024-02-27,True
6648,fa4135,8,t2t,2024-02-26 16:49:03+00:00,factually_correct,fa4135_t1_result_8,2024-09-16,True
6649,fa4135,9,t2t,2024-02-26 16:49:03+00:00,factually_correct,fa4135_t1_result_9,2024-02-26,False
6650,fa4135,2,i2t,2024-02-26 16:49:03+00:00,factually_correct,fa4135_lens_result_2,2025-10-10,True
6651,fa4135,3,i2t,2024-02-26 16:49:03+00:00,factually_correct,fa4135_lens_result_3,2025-10-10,True
6652,fa4135,6,i2t,2024-02-26 16:49:03+00:00,factually_correct,fa4135_lens_result_6,2025-10-10,True
6653,fa4135,9,i2t,2024-02-26 16:49:03+00:00,factually_correct,fa4135_lens_result_9,2025-10-10,True
6654,fa2492,2,i2t,2024-08-14 21:24:29+00:00,factually_correct,fa2492_lens_result_2,2024-08-23,True
6655,mi2776,1,t2t,2024-10-25 21:32:51+00:00,miscaptioned,mi2776_t1_result_1,2025-03-14,True
6656,mi2776,7,t2t,2024-10-25 21:32:51+00:00,miscaptioned,mi2776_t1_result_7,2021-04-01,False
6657,mi2776,1,i2t,2024-10-25 21:32:51+00:00,miscaptioned,mi2776_lens_result_1,2024-10-25,False
6658,mi2776,2,i2t,2024-10-25 21:32:51+00:00,miscaptioned,mi2776_lens_result_2,2024-10-25,False
6659,mi2776,3,i2t,2024-10-25 21:32:51+00:00,miscaptioned,mi2776_lens_result_3,2024-10-25,False
6660,mi2776,4,i2t,2024-10-25 21:32:51+00:00,miscaptioned,mi2776_lens_result_4,2024-10-25,False
6661,mi2776,6,i2t,2024-10-25 21:32:51+00:00,miscaptioned,mi2776_lens_result_6,2024-10-26,True
6662,mi2776,7,i2t,2024-10-25 21:32:51+00:00,miscaptioned,mi2776_lens_result_7,2024-10-25,False
6663,mi2776,8,i2t,2024-10-25 21:32:51+00:00,miscaptioned,mi2776_lens_result_8,2024-10-25,False
6664,mi2776,9,i2t,2024-10-25 21:32:51+00:00,miscaptioned,mi2776_lens_result_9,2024-10-25,False
6665,mi2152,0,t2t,2024-08-10 06:28:12+00:00,miscaptioned,mi2152_t1_result_0,2024-09-20,True
6666,mi2152,1,t2t,2024-08-10 06:28:12+00:00,miscaptioned,mi2152_t1_result_1,2017-11-01,False
6667,mi2152,5,t2t,2024-08-10 06:28:12+00:00,miscaptioned,mi2152_t1_result_5,2025-09-16,True
6668,mi4120,1,t2t,2022-12-27 20:18:25+00:00,miscaptioned,mi4120_t1_result_1,2022-12-28,True
6669,fa1902,1,t2t,2024-02-27 20:55:00+00:00,factually_correct,fa1902_t1_result_1,2024-05-05,True
6670,fa1902,3,t2t,2024-02-27 20:55:00+00:00,factually_correct,fa1902_t1_result_3,2025-07-11,True
6671,fa1902,4,t2t,2024-02-27 20:55:00+00:00,factually_correct,fa1902_t1_result_4,2024-05-25,True
6672,fa1902,6,t2t,2024-02-27 20:55:00+00:00,factually_correct,fa1902_t1_result_6,2023-03-29,False
6673,fa1902,9,t2t,2024-02-27 20:55:00+00:00,factually_correct,fa1902_t1_result_9,2020-08-13,False
6674,fa1902,4,i2t,2024-02-27 20:55:00+00:00,factually_correct,fa1902_lens_result_4,2000-01-13,False
6675,fa1902,8,i2t,2024-02-27 20:55:00+00:00,factually_correct,fa1902_lens_result_8,2002-11-09,False
6676,fa0630,1,t2t,2024-01-25 18:53:48+00:00,factually_correct,fa0630_t1_result_1,2025-06-27,True
6677,fa0630,2,t2t,2024-01-25 18:53:48+00:00,factually_correct,fa0630_t1_result_2,2025-09-22,True
6678,fa0630,8,t2t,2024-01-25 18:53:48+00:00,factually_correct,fa0630_t1_result_8,2025-09-17,True
6679,fa0630,0,i2t,2024-01-25 18:53:48+00:00,factually_correct,fa0630_lens_result_0,2025-10-13,True
6680,fa0630,1,i2t,2024-01-25 18:53:48+00:00,factually_correct,fa0630_lens_result_1,2025-10-13,True
6681,fa0630,3,i2t,2024-01-25 18:53:48+00:00,factually_correct,fa0630_lens_result_3,2024-01-25,False
6682,fa0630,5,i2t,2024-01-25 18:53:48+00:00,factually_correct,fa0630_lens_result_5,2024-02-02,True
6683,fa0477,3,i2t,2024-09-01 03:23:54+00:00,factually_correct,fa0477_lens_result_3,2024-09-06,True
6684,fa0477,8,i2t,2024-09-01 03:23:54+00:00,factually_correct,fa0477_lens_result_8,2024-09-05,True
6685,mi4407,7,t2t,2024-04-21 02:16:45+00:00,miscaptioned,mi4407_t1_result_7,2025-05-24,True
6686,mi4407,9,t2t,2024-04-21 02:16:45+00:00,miscaptioned,mi4407_t1_result_9,2025-03-25,True
6687,fa0274,0,t2t,2024-11-14 08:11:00+00:00,factually_correct,fa0274_t1_result_0,2024-11-15,True
6688,fa0274,2,t2t,2024-11-14 08:11:00+00:00,factually_correct,fa0274_t1_result_2,2025-04-08,True
6689,fa0274,6,t2t,2024-11-14 08:11:00+00:00,factually_correct,fa0274_t1_result_6,2025-04-11,True
6690,fa0274,9,t2t,2024-11-14 08:11:00+00:00,factually_correct,fa0274_t1_result_9,2025-04-24,True
6691,fa3413,1,t2t,2023-12-09 02:41:18+00:00,factually_correct,fa3413_t1_result_1,2024-09-04,True
6692,fa3413,5,t2t,2023-12-09 02:41:18+00:00,factually_correct,fa3413_t1_result_5,2023-10-13,False
6693,fa3413,3,i2t,2023-12-09 02:41:18+00:00,factually_correct,fa3413_lens_result_3,2023-12-08,False
6694,fa0905,0,t2t,2023-02-08 12:55:38+00:00,factually_correct,fa0905_t1_result_0,2018-11-27,False
6695,fa0905,1,t2t,2023-02-08 12:55:38+00:00,factually_correct,fa0905_t1_result_1,2019-01-28,False
6696,fa0905,2,t2t,2023-02-08 12:55:38+00:00,factually_correct,fa0905_t1_result_2,2024-09-11,True
6697,fa0905,3,t2t,2023-02-08 12:55:38+00:00,factually_correct,fa0905_t1_result_3,2018-11-01,False
6698,fa0905,4,t2t,2023-02-08 12:55:38+00:00,factually_correct,fa0905_t1_result_4,2019-06-13,False
6699,fa0905,5,t2t,2023-02-08 12:55:38+00:00,factually_correct,fa0905_t1_result_5,2021-06-23,False
6700,fa0905,8,t2t,2023-02-08 12:55:38+00:00,factually_correct,fa0905_t1_result_8,2018-11-21,False
6701,mi4088,0,t2t,2024-10-30 02:19:33+00:00,miscaptioned,mi4088_t1_result_0,2017-03-20,False
6702,mi4088,3,t2t,2024-10-30 02:19:33+00:00,miscaptioned,mi4088_t1_result_3,2025-01-01,True
6703,mi4088,5,t2t,2024-10-30 02:19:33+00:00,miscaptioned,mi4088_t1_result_5,2023-06-18,False
6704,fa0176,0,t2t,2024-10-23 15:18:06+00:00,factually_correct,fa0176_t1_result_0,,
6705,fa0176,3,t2t,2024-10-23 15:18:06+00:00,factually_correct,fa0176_t1_result_3,2024-12-19,True
6706,fa0176,4,t2t,2024-10-23 15:18:06+00:00,factually_correct,fa0176_t1_result_4,2024-11-28,True
6707,fa0176,5,t2t,2024-10-23 15:18:06+00:00,factually_correct,fa0176_t1_result_5,2024-11-19,True
6708,fa0176,8,t2t,2024-10-23 15:18:06+00:00,factually_correct,fa0176_t1_result_8,2024-11-19,True
6709,fa0176,3,i2t,2024-10-23 15:18:06+00:00,factually_correct,fa0176_lens_result_3,2025-10-10,True
6710,mi2682,0,t2t,2024-11-16 15:18:35+00:00,miscaptioned,mi2682_t1_result_0,2025-10-08,True
6711,mi2682,2,t2t,2024-11-16 15:18:35+00:00,miscaptioned,mi2682_t1_result_2,2025-10-08,True
6712,mi2682,3,t2t,2024-11-16 15:18:35+00:00,miscaptioned,mi2682_t1_result_3,2025-09-09,True
6713,mi2682,4,t2t,2024-11-16 15:18:35+00:00,miscaptioned,mi2682_t1_result_4,2025-09-08,True
6714,mi2682,5,t2t,2024-11-16 15:18:35+00:00,miscaptioned,mi2682_t1_result_5,2025-09-08,True
6715,mi2682,7,t2t,2024-11-16 15:18:35+00:00,miscaptioned,mi2682_t1_result_7,2025-09-08,True
6716,mi4157,0,t2t,2024-12-18 21:29:05+00:00,miscaptioned,mi4157_t1_result_0,2024-12-18,False
6717,mi4157,4,t2t,2024-12-18 21:29:05+00:00,miscaptioned,mi4157_t1_result_4,2024-12-20,True
6718,mi4157,9,t2t,2024-12-18 21:29:05+00:00,miscaptioned,mi4157_t1_result_9,2024-12-21,True
6719,mi4157,1,i2t,2024-12-18 21:29:05+00:00,miscaptioned,mi4157_lens_result_1,2024-12-22,True
6720,mi1159,0,t2t,2025-03-02 16:01:31+00:00,miscaptioned,mi1159_t1_result_0,2025-08-19,True
6721,mi1159,1,t2t,2025-03-02 16:01:31+00:00,miscaptioned,mi1159_t1_result_1,2025-08-19,True
6722,mi1159,3,t2t,2025-03-02 16:01:31+00:00,miscaptioned,mi1159_t1_result_3,2025-03-01,False
6723,mi1159,6,t2t,2025-03-02 16:01:31+00:00,miscaptioned,mi1159_t1_result_6,2025-08-18,True
6724,mi1159,7,t2t,2025-03-02 16:01:31+00:00,miscaptioned,mi1159_t1_result_7,2025-03-03,True
6725,mi1159,8,t2t,2025-03-02 16:01:31+00:00,miscaptioned,mi1159_t1_result_8,2025-08-18,True
6726,fa2125,0,t2t,2024-08-12 14:05:30+00:00,factually_correct,fa2125_t1_result_0,2023-06-09,False
6727,fa2125,1,t2t,2024-08-12 14:05:30+00:00,factually_correct,fa2125_t1_result_1,2023-06-09,False
6728,fa2125,2,t2t,2024-08-12 14:05:30+00:00,factually_correct,fa2125_t1_result_2,2024-05-21,False
6729,fa2125,3,t2t,2024-08-12 14:05:30+00:00,factually_correct,fa2125_t1_result_3,2023-06-09,False
6730,fa2125,4,t2t,2024-08-12 14:05:30+00:00,factually_correct,fa2125_t1_result_4,2023-06-13,False
6731,fa2125,5,t2t,2024-08-12 14:05:30+00:00,factually_correct,fa2125_t1_result_5,2023-06-09,False
6732,fa2125,7,t2t,2024-08-12 14:05:30+00:00,factually_correct,fa2125_t1_result_7,2024-05-22,False
6733,fa2125,9,t2t,2024-08-12 14:05:30+00:00,factually_correct,fa2125_t1_result_9,2024-07-15,False
6734,fa2125,9,i2t,2024-08-12 14:05:30+00:00,factually_correct,fa2125_lens_result_9,2025-10-07,True
6735,mi1422,3,t2t,2024-01-19 16:26:36+00:00,miscaptioned,mi1422_t1_result_3,2025-01-25,True
6736,mi1422,6,t2t,2024-01-19 16:26:36+00:00,miscaptioned,mi1422_t1_result_6,2025-01-25,True
6737,mi1422,7,t2t,2024-01-19 16:26:36+00:00,miscaptioned,mi1422_t1_result_7,2025-02-02,True
6738,mi1422,8,t2t,2024-01-19 16:26:36+00:00,miscaptioned,mi1422_t1_result_8,2025-01-25,True
6739,mi1422,4,i2t,2024-01-19 16:26:36+00:00,miscaptioned,mi1422_lens_result_4,2024-01-20,True
6740,mi1422,7,i2t,2024-01-19 16:26:36+00:00,miscaptioned,mi1422_lens_result_7,2024-01-20,True
6741,mi1252,1,t2t,2023-04-30 11:29:45+00:00,miscaptioned,mi1252_t1_result_1,2025-05-13,True
6742,mi1252,2,t2t,2023-04-30 11:29:45+00:00,miscaptioned,mi1252_t1_result_2,2025-05-15,True
6743,mi1252,4,t2t,2023-04-30 11:29:45+00:00,miscaptioned,mi1252_t1_result_4,2025-06-24,True
6744,mi1252,0,i2t,2023-04-30 11:29:45+00:00,miscaptioned,mi1252_lens_result_0,2025-10-07,True
6745,mi1252,2,i2t,2023-04-30 11:29:45+00:00,miscaptioned,mi1252_lens_result_2,2025-05-01,True
6746,mi1252,7,i2t,2023-04-30 11:29:45+00:00,miscaptioned,mi1252_lens_result_7,2025-10-06,True
6747,mi1252,9,i2t,2023-04-30 11:29:45+00:00,miscaptioned,mi1252_lens_result_9,2025-10-05,True
6748,mi2946,6,t2t,2024-05-25 09:03:02+00:00,miscaptioned,mi2946_t1_result_6,2025-10-06,True
6749,mi2946,7,t2t,2024-05-25 09:03:02+00:00,miscaptioned,mi2946_t1_result_7,2023-12-04,False
6750,mi2946,3,i2t,2024-05-25 09:03:02+00:00,miscaptioned,mi2946_lens_result_3,2023-10-15,False
6751,mi3007,0,t2t,2024-04-08 19:53:10+00:00,miscaptioned,mi3007_t1_result_0,2025-09-30,True
6752,mi3007,2,t2t,2024-04-08 19:53:10+00:00,miscaptioned,mi3007_t1_result_2,2025-03-29,True
6753,mi3007,6,t2t,2024-04-08 19:53:10+00:00,miscaptioned,mi3007_t1_result_6,2008-02-24,False
6754,mi3007,7,t2t,2024-04-08 19:53:10+00:00,miscaptioned,mi3007_t1_result_7,2025-09-30,True
6755,mi3007,9,t2t,2024-04-08 19:53:10+00:00,miscaptioned,mi3007_t1_result_9,2025-03-31,True
6756,mi3007,5,i2t,2024-04-08 19:53:10+00:00,miscaptioned,mi3007_lens_result_5,2023-11-07,False
6757,mi0535,0,t2t,2025-02-09 04:09:09+00:00,miscaptioned,mi0535_t1_result_0,2025-02-09,False
6758,mi0535,2,t2t,2025-02-09 04:09:09+00:00,miscaptioned,mi0535_t1_result_2,2025-09-02,True
6759,fa0061,0,t2t,2024-05-06 20:40:43+00:00,factually_correct,fa0061_t1_result_0,2022-09-24,False
6760,fa0061,2,t2t,2024-05-06 20:40:43+00:00,factually_correct,fa0061_t1_result_2,2023-07-08,False
6761,fa0061,6,t2t,2024-05-06 20:40:43+00:00,factually_correct,fa0061_t1_result_6,2005-09-11,False
6762,fa0061,7,t2t,2024-05-06 20:40:43+00:00,factually_correct,fa0061_t1_result_7,2019-03-15,False
6763,fa0061,9,i2t,2024-05-06 20:40:43+00:00,factually_correct,fa0061_lens_result_9,2024-05-10,True
6764,fa2438,0,t2t,2024-07-14 01:13:05+00:00,factually_correct,fa2438_t1_result_0,2024-07-15,True
6765,fa2438,1,t2t,2024-07-14 01:13:05+00:00,factually_correct,fa2438_t1_result_1,2024-07-15,True
6766,fa2438,3,t2t,2024-07-14 01:13:05+00:00,factually_correct,fa2438_t1_result_3,2024-07-22,True
6767,fa2438,1,i2t,2024-07-14 01:13:05+00:00,factually_correct,fa2438_lens_result_1,2024-07-14,False
6768,mi0188,0,t2t,2024-10-22 18:05:28+00:00,miscaptioned,mi0188_t1_result_0,2009-03-10,False
6769,mi0188,5,t2t,2024-10-22 18:05:28+00:00,miscaptioned,mi0188_t1_result_5,2012-04-30,False
6770,fa1643,4,t2t,2025-04-06 10:38:11+00:00,factually_correct,fa1643_t1_result_4,2025-04-02,False
6771,fa1643,6,t2t,2025-04-06 10:38:11+00:00,factually_correct,fa1643_t1_result_6,2025-04-06,False
6772,fa1643,7,t2t,2025-04-06 10:38:11+00:00,factually_correct,fa1643_t1_result_7,2025-09-29,True
6773,fa1643,9,i2t,2025-04-06 10:38:11+00:00,factually_correct,fa1643_lens_result_9,2021-09-14,False
6774,mi2647,2,t2t,2023-10-27 15:05:26+00:00,miscaptioned,mi2647_t1_result_2,2025-10-08,True
6775,mi2647,7,i2t,2023-10-27 15:05:26+00:00,miscaptioned,mi2647_lens_result_7,2022-08-03,False
6776,fa1402,1,t2t,2024-07-29 12:08:25+00:00,factually_correct,fa1402_t1_result_1,2024-07-29,False
6777,fa1402,2,t2t,2024-07-29 12:08:25+00:00,factually_correct,fa1402_t1_result_2,2024-07-29,False
6778,fa1402,3,t2t,2024-07-29 12:08:25+00:00,factually_correct,fa1402_t1_result_3,2024-07-30,True
6779,fa1402,7,t2t,2024-07-29 12:08:25+00:00,factually_correct,fa1402_t1_result_7,2024-07-30,True
6780,fa1402,8,t2t,2024-07-29 12:08:25+00:00,factually_correct,fa1402_t1_result_8,2024-07-31,True
6781,fa1507,0,t2t,2024-08-11 00:49:49+00:00,factually_correct,fa1507_t1_result_0,2021-08-10,False
6782,fa1507,5,t2t,2024-08-11 00:49:49+00:00,factually_correct,fa1507_t1_result_5,2008-08-22,False
6783,mi4966,0,t2t,2024-03-18 20:24:39+00:00,miscaptioned,mi4966_t1_result_0,2024-03-20,True
6784,mi4966,1,t2t,2024-03-18 20:24:39+00:00,miscaptioned,mi4966_t1_result_1,2024-03-18,False
6785,mi4966,2,t2t,2024-03-18 20:24:39+00:00,miscaptioned,mi4966_t1_result_2,2024-03-20,True
6786,mi4966,3,t2t,2024-03-18 20:24:39+00:00,miscaptioned,mi4966_t1_result_3,2025-10-10,True
6787,mi4966,4,t2t,2024-03-18 20:24:39+00:00,miscaptioned,mi4966_t1_result_4,2024-03-20,True
6788,mi4966,6,t2t,2024-03-18 20:24:39+00:00,miscaptioned,mi4966_t1_result_6,2024-03-19,True
6789,mi4966,7,t2t,2024-03-18 20:24:39+00:00,miscaptioned,mi4966_t1_result_7,2024-03-20,True
6790,mi4966,9,t2t,2024-03-18 20:24:39+00:00,miscaptioned,mi4966_t1_result_9,2024-03-19,True
6791,mi4966,2,i2t,2024-03-18 20:24:39+00:00,miscaptioned,mi4966_lens_result_2,2024-03-19,True
6792,mi4966,7,i2t,2024-03-18 20:24:39+00:00,miscaptioned,mi4966_lens_result_7,2024-03-18,False
